5.840E+3	3.259E-1	5.813E-4	1.784E-3	-2.150E+0
5.940E+3	3.259E-1	5.799E-4	1.779E-3	-4.749E+0
6.040E+3	3.262E-1	5.777E-4	1.771E-3	-7.232E+0
6.140E+3	3.264E-1	5.746E-4	1.760E-3	-9.618E+0
6.240E+3	3.268E-1	5.709E-4	1.747E-3	-1.191E+1
6.340E+3	3.272E-1	5.665E-4	1.732E-3	-1.410E+1
6.440E+3	3.276E-1	5.616E-4	1.714E-3	-1.621E+1
6.540E+3	3.281E-1	5.563E-4	1.696E-3	-1.823E+1
6.640E+3	3.285E-1	5.505E-4	1.676E-3	-2.018E+1
6.740E+3	3.290E-1	5.444E-4	1.655E-3	-2.205E+1
6.840E+3	3.295E-1	5.381E-4	1.633E-3	-2.384E+1
6.940E+3	3.301E-1	5.316E-4	1.611E-3	-2.555E+1
7.040E+3	3.307E-1	5.250E-4	1.588E-3	-2.719E+1
7.140E+3	3.313E-1	5.183E-4	1.565E-3	-2.876E+1
7.240E+3	3.319E-1	5.115E-4	1.541E-3	-3.027E+1
7.340E+3	3.324E-1	5.047E-4	1.518E-3	-3.172E+1
7.440E+3	3.330E-1	4.977E-4	1.495E-3	-3.311E+1
7.540E+3	3.335E-1	4.909E-4	1.472E-3	-3.444E+1
7.640E+3	3.340E-1	4.840E-4	1.449E-3	-3.572E+1
7.740E+3	3.346E-1	4.772E-4	1.426E-3	-3.694E+1
7.840E+3	3.350E-1	4.704E-4	1.404E-3	-3.811E+1
7.940E+3	3.356E-1	4.638E-4	1.382E-3	-3.923E+1
8.040E+3	3.360E-1	4.572E-4	1.361E-3	-4.032E+1
8.140E+3	3.365E-1	4.507E-4	1.340E-3	-4.136E+1
8.240E+3	3.369E-1	4.443E-4	1.319E-3	-4.235E+1
8.340E+3	3.374E-1	4.381E-4	1.298E-3	-4.331E+1
8.440E+3	3.378E-1	4.318E-4	1.279E-3	-4.424E+1
8.540E+3	3.382E-1	4.258E-4	1.259E-3	-4.512E+1
8.640E+3	3.385E-1	4.198E-4	1.240E-3	-4.598E+1
8.740E+3	3.389E-1	4.140E-4	1.222E-3	-4.680E+1
8.840E+3	3.392E-1	4.082E-4	1.203E-3	-4.759E+1
8.940E+3	3.396E-1	4.027E-4	1.186E-3	-4.836E+1
9.040E+3	3.399E-1	3.972E-4	1.169E-3	-4.909E+1
9.140E+3	3.402E-1	3.919E-4	1.152E-3	-4.981E+1
9.240E+3	3.406E-1	3.867E-4	1.135E-3	-5.050E+1
9.340E+3	3.409E-1	3.815E-4	1.119E-3	-5.116E+1
9.440E+3	3.412E-1	3.765E-4	1.104E-3	-5.180E+1
9.540E+3	3.414E-1	3.716E-4	1.088E-3	-5.243E+1
9.640E+3	3.417E-1	3.668E-4	1.074E-3	-5.302E+1
9.740E+3	3.419E-1	3.621E-4	1.059E-3	-5.360E+1
9.840E+3	3.421E-1	3.576E-4	1.045E-3	-5.417E+1
9.940E+3	3.423E-1	3.530E-4	1.031E-3	-5.471E+1
1.004E+4	3.426E-1	3.487E-4	1.018E-3	-5.524E+1
1.014E+4	3.428E-1	3.444E-4	1.005E-3	-5.575E+1
